X_filename,relevant_decay_count
03695429_0000135487,1
03695781_0000506526,0
03695891_0000622636,1
03695891_0000622780,2
03695844_0000572935,2
03696100_0000843134,0
03695711_0000432634,1
03696062_0000802897,0
03695497_0000207241,0
03695439_0000146010,2
03695412_0000117394,1
03695431_0000137447,2
03695844_0000573199,1
03695709_0000430445,2
03695461_0000169036,2
03695701_0000422316,1
03695768_0000492793,1
03695454_0000161830,1
03695722_0000444546,1
03695488_0000197840,1
03695427_0000132971,0
03696062_0000802976,0
03695490_0000199426,0
03695427_0000133091,0
03695903_0000635400,1
03695491_0000200845,1
03695490_0000199749,1
03695439_0000146187,0
03695804_0000530677,2
03695490_0000199517,0
03695489_0000198910,0
03695795_0000521401,2
03695454_0000161782,0
03695763_0000487833,0
03695708_0000429579,1
03695965_0000700592,0
03695490_0000199568,3
03696036_0000775502,2
03695798_0000524456,0
03695731_0000453681,1
03695402_0000106778,1
03695461_0000168900,0
03695475_0000183956,1
03695727_0000449466,0
03695609_0000325017,0
03695454_0000161694,1
03695778_0000503512,0
03695903_0000635262,0
03695562_0000275698,0
03695488_0000197544,1
03696036_0000775504,0
03695709_0000430754,0
03695761_0000485497,1
03695475_0000183952,0
03695715_0000436874,1
03695709_0000430661,0
03695728_0000450570,0
03695844_0000573180,0
03695429_0000135505,1
03695781_0000506604,0
03695423_0000129197,1
03695489_0000198598,0
03695454_0000161903,0
03695778_0000503452,1
03695455_0000162851,1
03695600_0000315497,0
03695489_0000198547,1
03695706_0000427501,1
03695737_0000459991,0
03695709_0000430582,0
03695447_0000154069,1
03695429_0000135460,1
03695423_0000129023,0
03695606_0000322033,1
03695725_0000447499,0
03695423_0000129067,2
03695489_0000198403,1
03695724_0000446313,1
03695427_0000133317,0
03695447_0000154116,3
03695490_0000199434,0
03695412_0000117196,0
03695715_0000437113,0
03695427_0000133279,0
03695712_0000433971,2
03695439_0000146193,0
03695412_0000117187,1
03695423_0000128985,0
03695844_0000573184,0
03696090_0000832519,1
03695427_0000133512,1
03695423_0000129076,0
03695454_0000161804,3
03695989_0000725919,1
03695716_0000438066,0
03695854_0000583588,1
03695709_0000430757,0
03695763_0000487551,0
03695500_0000209997,1
03695488_0000197636,1
03695768_0000492880,0
03695412_0000117424,0
03695461_0000168973,0
03695559_0000272350,0
03695711_0000432858,1
03695728_0000450704,0
03695891_0000622625,2
03695709_0000430508,1
03695406_0000111251,1
03695761_0000485515,0
03695464_0000171977,1
03695454_0000161557,0
03695454_0000161449,0
03695406_0000111193,0
03695763_0000487489,1
03695464_0000172008,1
03695965_0000700682,1
03695768_0000492967,0
03695455_0000162972,0
03695795_0000521299,1
03695854_0000583500,0
03695461_0000168915,1
03695489_0000198618,2
03695960_0000695407,1
03695447_0000154255,2
03695903_0000635301,1
03695547_0000259912,0
03695547_0000259734,0
03695718_0000439996,1
03695778_0000503278,1
03695439_0000145771,0
03695497_0000207110,0
03695715_0000437088,2
03695854_0000583734,0
03695761_0000485353,0
03695454_0000161853,0
03695559_0000272430,0
03695728_0000450639,1
03695701_0000422330,1
03695715_0000437144,1
03695716_0000437918,0
03695712_0000434074,0
03695464_0000172419,0
03695795_0000521480,1
03695903_0000635172,0
03695416_0000121651,0
03695477_0000186137,1
03695475_0000183918,0
03695725_0000447664,1
03695725_0000447640,1
03695804_0000530992,1
03695439_0000145649,1
03695455_0000162955,2
03695427_0000133513,1
03695498_0000208185,1
03695489_0000198560,1
03695724_0000446671,0
03695701_0000422060,0
03695798_0000524400,1
03695402_0000106858,1
03695491_0000200743,0
03695708_0000429675,1
03695439_0000145665,0
03695431_0000137448,0
03695893_0000624726,0
03695798_0000524528,2
03695562_0000275677,2
03695412_0000117284,3
03695716_0000438155,1
03695731_0000453796,0
03695488_0000197520,1
03695768_0000492693,0
03695798_0000524551,0
03695708_0000429530,0
03695709_0000430920,1
03695716_0000438294,1
03695491_0000200487,2
03695891_0000622654,0
03695490_0000199597,0
03695725_0000447437,0
03695718_0000440317,1
03696036_0000775784,1
03695725_0000447354,1
03695559_0000272353,1
03695488_0000197343,1
03695737_0000460436,0
03695761_0000485490,0
03695477_0000185838,0
03695709_0000430519,1
03695716_0000437993,0
03695461_0000168810,0
03695712_0000433786,0
03695454_0000161584,1
03695402_0000106899,1
03695712_0000433706,1
03695718_0000440202,0
03695497_0000207008,1
03695447_0000154592,0
03695606_0000321826,0
03695844_0000573154,1
03695497_0000207356,2
03695422_0000127708,0
03695526_0000237724,0
03695701_0000422431,0
03695416_0000121611,2
03695547_0000259836,1
03695559_0000272397,1
03695609_0000324954,3
03695488_0000197394,0
03695798_0000524506,2
03695431_0000137604,2
03695509_0000219557,3
03695761_0000485794,1
03695763_0000487720,1
03695706_0000427489,3
03695722_0000444504,1
03695497_0000207123,1
03695497_0000206998,0
03695406_0000110854,0
03695454_0000161828,3
03695455_0000162673,1
03695475_0000184040,0
03695763_0000487819,0
03695464_0000172458,1
03695728_0000450533,0
03695477_0000185811,2
03695406_0000110988,0
03695439_0000145894,0
03695439_0000145659,0
03695455_0000162920,2
03695854_0000583557,0
03695728_0000450651,1
03695431_0000137697,0
03695795_0000521503,0
03696062_0000802951,1
03695844_0000573131,0
03695498_0000207979,0
03695562_0000275670,1
03696062_0000802945,0
03695849_0000578170,3
03695412_0000117479,0
03695712_0000433926,0
03695475_0000184021,0
03695447_0000154556,1
03695724_0000446709,0
03695706_0000427479,1
03695439_0000145832,2
03695475_0000183755,1
03695600_0000315865,0
03695406_0000111028,0
03695431_0000137343,1
03695798_0000524393,2
03695763_0000487811,1
03695706_0000427445,0
03695722_0000444166,0
03695497_0000207291,0
03695490_0000199480,1
03695724_0000446309,0
03696100_0000843137,3
03695989_0000725885,0
03695701_0000422337,0
03695477_0000186035,0
03695447_0000154248,0
03696090_0000832494,0
03695854_0000583729,0
03696090_0000832472,1
03695439_0000146101,0
03695427_0000133316,0
03695715_0000437018,1
03695547_0000259673,0
03695423_0000128791,2
03695724_0000446350,1
03696100_0000843220,0
03695798_0000524635,2
03695849_0000578269,1
03695778_0000503382,0
03695429_0000135418,0
03695728_0000450603,0
03695798_0000524498,0
03695725_0000447758,1
03695763_0000487624,0
03695454_0000161501,2
03695427_0000133310,1
03695402_0000106753,2
03695781_0000506505,1
03695422_0000127972,0
03695844_0000573111,0
03695854_0000583630,1
03695461_0000169150,0
03695844_0000573293,1
03695488_0000197474,0
03695989_0000726014,1
03696062_0000802884,2
03695509_0000219507,0
03695489_0000198349,1
03695477_0000186120,0
03695708_0000429573,0
03695781_0000506463,0
03696090_0000832619,2
03695724_0000446359,1
03695725_0000447679,1
03695402_0000107018,4
03695477_0000185726,1
03695427_0000132991,0
03695725_0000447746,3
03695464_0000172448,0
03695416_0000121562,1
03695489_0000198984,1
03696086_0000828458,0
03695725_0000447670,1
03695795_0000521295,0
03695989_0000726213,1
03695454_0000161887,0
03695429_0000135488,1
03695711_0000432975,0
03695849_0000578364,0
03695706_0000427624,0
03695989_0000725867,0
03695778_0000503371,0
03695402_0000106970,0
03695763_0000487540,1
03695500_0000209966,0
03695606_0000322017,0
03695763_0000487740,1
03695402_0000106939,0
03695488_0000197823,0
03695725_0000447383,0
03695526_0000237708,0
03695737_0000460409,0
03696100_0000843117,1
03695498_0000207876,0
03695562_0000275422,2
03695402_0000106838,0
03695798_0000524452,0
03695427_0000133417,1
03695562_0000275685,2
03695727_0000449584,3
03695761_0000485588,0
03695422_0000128078,2
03695795_0000521478,1
03695763_0000487888,2
03695706_0000427596,1
03695724_0000446473,1
03695416_0000121515,0
03695475_0000183830,0
03695477_0000185805,0
03695715_0000436855,0
03695562_0000275620,0
03695500_0000209953,0
03695737_0000460174,0
03695500_0000209989,2
03695712_0000433630,0
03695439_0000145937,0
03695715_0000437002,2
03695711_0000432712,0
03695464_0000172226,1
03696086_0000828495,0
03696100_0000843161,0
03695489_0000198518,1
03695475_0000183665,0
03695893_0000624586,0
03695724_0000446460,0
03695423_0000128903,1
03695422_0000127839,0
03695722_0000444457,0
03695780_0000505797,1
03696036_0000775562,1
03695406_0000110971,0
03695606_0000321802,0
03695429_0000135174,1
03695500_0000210188,0
03695427_0000133249,3
03695406_0000110942,0
03695509_0000219854,2
03695727_0000449594,0
03695439_0000146129,0
03696062_0000803230,2
03695402_0000106961,1
03695416_0000121557,1
03695706_0000427284,0
03695489_0000198345,0
03695402_0000107070,0
03695406_0000111042,0
03695439_0000146040,2
03695547_0000259638,0
03695455_0000162853,0
03695422_0000127876,0
03695715_0000437169,0
03696086_0000828465,3
03695701_0000422166,0
03695500_0000210174,1
03695960_0000695253,0
03695781_0000506540,2
03695559_0000272271,0
03695526_0000237569,2
03695711_0000432867,0
03695891_0000622641,1
03695891_0000622796,0
03695447_0000154043,1
03695891_0000622513,1
03696090_0000832511,0
03695500_0000210158,0
03695761_0000485789,1
03695439_0000145675,1
03695422_0000127855,1
03695718_0000440108,0
03695763_0000487825,0
03695761_0000485741,0
03695763_0000487558,1
03695475_0000183775,0
03695804_0000530948,0
03695781_0000506688,0
03695491_0000200632,1
03695706_0000427383,1
03695989_0000725872,0
03695562_0000275418,0
03695722_0000444532,1
03695491_0000200486,0
03695761_0000485775,1
03695461_0000169153,0
03695500_0000210069,2
03695559_0000272324,2
03695488_0000197517,0
03695429_0000135318,0
03696086_0000828489,0
03695960_0000695464,1
03695600_0000315620,1
03696100_0000842965,1
03695761_0000485453,0
03695429_0000135283,2
03695712_0000433873,2
03695960_0000695445,0
03695989_0000725946,0
03696086_0000828321,0
03695804_0000531017,1
03695716_0000437974,1
03696036_0000775600,2
03695464_0000171967,4
03695497_0000207036,0
03695559_0000272386,0
03695609_0000325022,0
03695731_0000453971,0
03695423_0000128754,0
03695989_0000725901,0
03695488_0000197755,0
03695454_0000161597,1
03695447_0000154320,2
03695547_0000259588,1
03695712_0000433961,0
03695903_0000635211,2
03695488_0000197558,0
03695526_0000237675,2
03695431_0000137509,0
03695795_0000521246,0
03695464_0000172463,0
03695500_0000210286,2
03695849_0000578219,1
03695701_0000422218,0
03695722_0000444524,3
03695406_0000110995,1
03695715_0000436891,0
03695559_0000272220,1
03695477_0000186051,1
03696062_0000803212,2
03695724_0000446395,1
03695475_0000184032,1
03695406_0000111017,1
03695475_0000183572,0
03695600_0000315499,0
03695768_0000492961,0
03695475_0000183898,1
03695489_0000198410,1
03695454_0000161467,0
03695562_0000275400,0
03695716_0000438094,1
03695488_0000197432,1
03695737_0000460010,2
03695761_0000485647,0
03695768_0000492949,2
03695488_0000197818,1
03695447_0000154224,1
03695761_0000485311,3
03695903_0000635281,2
03695562_0000275392,0
03695489_0000198944,1
03695606_0000322093,2
03695491_0000200474,0
03695600_0000315582,0
03695498_0000207958,1
03695477_0000186148,0
03695715_0000436782,1
03695500_0000209993,1
03695461_0000168889,1
03695489_0000198398,1
03695429_0000135196,0
03695500_0000210190,0
03695439_0000145756,0
03695547_0000259878,0
03695475_0000184061,0
03695427_0000133486,1
03695891_0000622546,0
03695701_0000422247,1
03695464_0000172011,0
03695416_0000121346,0
03695737_0000460273,0
03695844_0000573276,1
03695431_0000137419,0
03695718_0000439999,0
03695798_0000524355,1
03695416_0000121581,3
03695960_0000695358,2
03695416_0000121658,0
03695431_0000137591,0
03695489_0000199025,2
03696036_0000775805,1
03695965_0000700579,1
03695526_0000237588,0
03695427_0000133252,1
03695416_0000121450,0
03695768_0000492727,0
03695804_0000530750,0
03695509_0000219645,1
03695461_0000168980,1
03695427_0000133254,0
03695475_0000184063,3
03695763_0000487635,1
03695509_0000219670,0
03695423_0000129230,0
03695497_0000206791,1
03695500_0000210216,0
03695439_0000145701,0
03695724_0000446405,1
03695423_0000129127,0
03695547_0000259867,1
03696100_0000842963,2
03695477_0000186016,1
03695763_0000487675,0
03695891_0000622572,0
03696036_0000775642,1
03695559_0000272348,0
03695768_0000492841,0
03695965_0000700524,0
03695477_0000185976,1
03695718_0000440115,1
03695701_0000422441,1
03695716_0000438220,1
03695795_0000521567,1
03695849_0000578399,0
03695849_0000578239,0
03695781_0000506487,2
03695722_0000444292,1
03695780_0000505641,1
03695439_0000146125,2
03695727_0000449662,0
03695412_0000117137,2
03695715_0000436847,0
03695447_0000154540,0
03695989_0000725948,1
03695706_0000427532,0
03695795_0000521537,0
03695547_0000259892,1
03695423_0000129157,0
03695761_0000485651,0
03695490_0000199698,2
03695715_0000436924,0
03695422_0000128169,1
03695431_0000137625,0
03695477_0000186020,0
03696086_0000828376,0
03695416_0000121546,0
03695725_0000447505,1
03695716_0000437976,0
03695903_0000635242,1
03695763_0000487466,0
03695488_0000197700,0
03695406_0000110859,1
03695497_0000207282,1
03695454_0000161637,0
03695489_0000198364,1
03695965_0000700527,0
03695455_0000162661,0
03695559_0000272297,0
03695427_0000133066,0
03695712_0000434054,1
03696086_0000828297,0
03695431_0000137408,2
03695431_0000137200,1
03695500_0000210401,1
03695427_0000133153,1
03695562_0000275524,3
03695761_0000485504,1
03695526_0000237622,1
03695761_0000485706,0
03695491_0000200917,1
03695763_0000487661,0
03695709_0000430499,1
03695562_0000275436,0
03695406_0000111258,1
03695701_0000422342,2
03695562_0000275380,3
03695547_0000259955,1
03695711_0000432661,0
03696036_0000775501,0
03695497_0000207114,0
03695989_0000725844,1
03695447_0000154423,0
03695490_0000199509,0
03695731_0000453845,0
03695798_0000524405,1
03696090_0000832705,1
03695475_0000183638,2
03695491_0000200987,0
03695706_0000427531,0
03695406_0000111097,2
03695431_0000137221,1
03695464_0000172250,0
03695781_0000506410,0
03695490_0000199686,0
03695526_0000237604,5
03695781_0000506592,4
03695731_0000453957,2
03695804_0000530898,1
03695903_0000635368,2
03695711_0000432790,1
03695498_0000208104,0
03695547_0000259816,0
03695464_0000172206,1
03695725_0000447348,1
03695763_0000487756,0
03695439_0000146049,0
03695709_0000430616,0
03695439_0000145765,0
03695716_0000438047,1
03695768_0000492959,0
03695795_0000521197,1
03695798_0000524760,0
03695727_0000449676,0
03695903_0000635303,0
03695562_0000275758,0
03695491_0000200814,1
03695854_0000583711,0
03695960_0000695421,0
03695402_0000106628,3
03695422_0000127705,0
03695798_0000524545,0
03695903_0000635312,2
03695780_0000505649,0
03695715_0000436923,0
03695989_0000726024,0
03695464_0000172321,2
03695600_0000315495,0
03695724_0000446441,1
03695960_0000695452,0
03695849_0000578351,0
03695600_0000315664,0
03695731_0000453847,3
03695724_0000446564,0
03695547_0000259822,0
03695804_0000530789,1
03695461_0000168804,0
03695439_0000146079,1
03695715_0000437159,2
03695497_0000207370,0
03695795_0000521470,0
03695454_0000161425,1
03695781_0000506612,0
03695497_0000207045,3
03695406_0000111242,1
03696090_0000832583,2
03695715_0000436870,0
03695722_0000444417,0
03695475_0000183853,0
03695715_0000437121,0
03695431_0000137458,1
03695547_0000259962,2
03695804_0000530946,0
03695965_0000700615,0
03695781_0000506443,2
03695406_0000110874,0
03695903_0000635423,0
03696090_0000832598,0
03695402_0000106976,0
03695960_0000695467,0
03695709_0000430895,0
03695461_0000168805,1
03695795_0000521310,1
03695526_0000237771,4
03695422_0000128061,1
03695715_0000437168,1
03695559_0000272435,0
03695763_0000487779,2
03695795_0000521226,0
03695716_0000438092,2
03695416_0000121459,1
03695475_0000184125,1
03695701_0000422475,1
03695488_0000197816,2
03695491_0000200746,3
03695562_0000275429,1
03695724_0000446342,2
03695725_0000447735,0
03695965_0000700672,0
03695903_0000635188,0
03695708_0000429391,1
03695547_0000259841,0
03695559_0000272443,0
03695497_0000206910,0
03695491_0000200854,0
03695488_0000197574,1
03695489_0000198696,1
03695763_0000487835,0
03695562_0000275635,2
03695455_0000162871,1
03695422_0000128137,0
03695724_0000446290,0
03695439_0000145790,2
03695439_0000146176,0
03695737_0000460224,3
03695491_0000200945,1
03695701_0000422450,1
03695731_0000453673,0
03695778_0000503378,0
03695497_0000207321,1
03695989_0000726074,1
03695768_0000492863,1
03696086_0000828354,0
03696036_0000775798,2
03695498_0000207858,0
03695447_0000154371,2
03695768_0000492962,2
03695761_0000485320,0
03695429_0000135385,1
03695464_0000172117,0
03695725_0000447622,0
03695526_0000237770,0
03695737_0000460338,0
03695903_0000635531,1
03695412_0000117443,0
03695500_0000210314,3
03695763_0000487508,1
03695455_0000162893,1
03695763_0000487897,0
03695712_0000433642,0
03695715_0000437009,0
03696090_0000832638,1
03695464_0000172241,0
03695722_0000444570,2
03695406_0000111039,0
03695722_0000444577,1
03695439_0000146002,2
03695477_0000185708,0
03695439_0000145592,1
03695475_0000183737,1
03695711_0000432725,1
03695804_0000530950,2
03695849_0000578298,1
03695722_0000444278,1
03695844_0000572901,1
03695725_0000447744,2
03695412_0000117327,1
03695780_0000505738,0
03695891_0000622731,0
03695854_0000583454,0
03695960_0000695433,0
03695412_0000117157,1
03695431_0000137227,0
03695712_0000433871,2
03695475_0000183729,0
03695559_0000272246,1
03696100_0000843032,0
03695844_0000573215,1
03695423_0000129137,0
03695422_0000128238,0
03695500_0000210117,0
03695509_0000219824,0
03695488_0000197693,1
03695559_0000272286,3
03695844_0000573011,0
03695509_0000219498,2
03695488_0000197593,0
03695475_0000184014,1
03695763_0000487614,1
03695488_0000197696,1
03695709_0000430454,0
03695849_0000578286,0
03695406_0000111010,0
03695526_0000237428,0
03695891_0000622657,3
03696062_0000803106,1
03695849_0000578392,1
03696086_0000828551,0
03695412_0000117150,1
03695715_0000437048,0
03695491_0000200785,0
03695559_0000272371,0
03695461_0000169060,3
03695965_0000700770,0
03695454_0000161713,1
03695416_0000121499,1
03695509_0000219823,0
03695780_0000505806,0
03695547_0000259942,3
03695477_0000185932,1
03696090_0000832601,1
03695412_0000117317,1
03695709_0000430798,2
03695600_0000315864,0
03695600_0000315681,0
03695454_0000161633,3
03695498_0000208201,0
03696100_0000843067,2
03695461_0000168831,0
03695526_0000237629,0
03695716_0000438219,3
03696086_0000828440,0
03695429_0000135219,0
03695724_0000446609,0
03695763_0000487799,1
03695500_0000210426,1
03695402_0000106948,1
03695500_0000210379,0
03695849_0000578367,3
03695509_0000219606,0
03696090_0000832527,3
03695547_0000259624,0
03695464_0000172262,2
03695989_0000725957,0
03695497_0000207151,0
03695562_0000275469,1
03695427_0000133226,1
03695761_0000485422,0
03695778_0000503246,1
03695891_0000622457,0
03695526_0000237551,1
03695780_0000505371,0
03695454_0000161812,0
03695781_0000506535,1
03695488_0000197781,1
03695475_0000183977,0
03695488_0000197366,0
03695712_0000433985,0
03695498_0000207844,0
03695491_0000200655,2
03696100_0000843154,1
03696062_0000802917,1
03695559_0000272260,0
03695431_0000137292,0
03695763_0000487463,0
03695562_0000275459,0
03695447_0000154415,2
03695497_0000207156,0
03695562_0000275424,2
03695706_0000427626,0
03695606_0000321844,0
03695701_0000422346,0
03696086_0000828499,1
03695464_0000172019,0
03695488_0000197843,1
03695781_0000506524,2
03695768_0000492829,0
03695429_0000135499,3
03695431_0000137254,0
03695781_0000506678,1
03695422_0000127849,1
03695989_0000726165,0
03695965_0000700613,2
03695844_0000573032,0
03695497_0000207077,0
03695412_0000117125,3
03695562_0000275691,0
03695427_0000133002,1
03695763_0000487447,0
03695489_0000198445,1
03695844_0000572940,0
03695724_0000446341,2
03695412_0000117347,0
03695489_0000198488,0
03696090_0000832408,0
03695488_0000197871,0
03695844_0000573079,2
03695804_0000530874,0
03695706_0000427380,1
03695439_0000145718,0
03695725_0000447324,0
03695488_0000197347,2
03695562_0000275605,0
03696100_0000843205,0
03695761_0000485715,0
03695412_0000117383,0
03695712_0000434053,1
03695509_0000219870,1
03695454_0000161831,0
03695547_0000259859,3
03695903_0000635496,0
03695475_0000183797,0
03695559_0000272623,2
03696036_0000775653,1
03695477_0000186068,0
03695477_0000186031,2
03696036_0000775688,1
03695763_0000487879,0
03695490_0000199758,1
03695989_0000726052,0
03695778_0000503275,1
03695427_0000133448,0
03695439_0000145846,0
03695722_0000444379,2
03695854_0000583457,0
03695844_0000572870,2
03695498_0000208213,0
03695606_0000322076,2
03695488_0000197337,0
03695965_0000700644,1
03696086_0000828246,0
03695427_0000133053,0
03695406_0000111006,1
03695715_0000436809,4
03695406_0000111045,0
03695718_0000440112,1
03696090_0000832605,0
03695778_0000503421,1
03695606_0000321809,0
03695725_0000447643,1
03695559_0000272208,0
03695447_0000154178,2
03695725_0000447667,0
03695804_0000530841,0
03695490_0000199665,2
03695768_0000492871,0
03695464_0000172351,0
03695715_0000437078,0
03695461_0000168852,2
03695606_0000322074,0
03695903_0000635248,0
03695461_0000169204,1
03695716_0000438289,0
03695960_0000695352,1
03695429_0000135344,2
03695778_0000503439,0
03695509_0000219503,0
03695722_0000444351,1
03695427_0000132968,0
03695844_0000572899,0
03695718_0000440200,0
03695709_0000430559,0
03695903_0000635127,2
03695447_0000154153,1
03695727_0000449564,1
03695780_0000505824,0
03695854_0000583530,2
03695422_0000128062,2
03695849_0000578361,0
03695728_0000450536,0
03695609_0000324952,1
03695706_0000427716,1
03695712_0000433619,0
03695455_0000162779,0
03695804_0000530838,0
03695455_0000162739,1
03695498_0000207936,1
03695768_0000492903,0
03696090_0000832728,1
03695600_0000315674,1
03695526_0000237532,3
03695715_0000436850,0
03695439_0000145891,1
03695497_0000206996,1
03695431_0000137656,1
03695475_0000183770,0
03696062_0000802906,2
03695562_0000275638,1
03695891_0000622799,1
03695724_0000446278,0
03696062_0000803179,0
03695490_0000199711,1
03695461_0000169219,0
03695477_0000185952,0
03695722_0000444522,0
03695562_0000275420,1
03695509_0000219771,1
03696086_0000828425,1
03695489_0000198606,1
03695708_0000429453,1
03695849_0000578391,1
03695706_0000427598,0
03696062_0000803163,0
03695780_0000505699,1
03695477_0000186099,0
03695780_0000505542,1
03695439_0000145623,0
03695500_0000210387,1
03695701_0000422363,0
03695562_0000275438,0
03695412_0000117163,0
03695423_0000128949,2
03695708_0000429571,0
03695778_0000503527,0
03695768_0000492703,1
03695600_0000315578,0
03695477_0000186121,0
03696036_0000775767,0
03695724_0000446706,0
03695722_0000444632,1
03695490_0000199705,0
03695447_0000154059,1
03695768_0000492936,1
03695761_0000485689,0
03695490_0000199422,1
03695737_0000460417,0
03695559_0000272317,1
03695724_0000446417,1
03695606_0000322098,1
03695412_0000117127,0
03695402_0000106639,0
03695500_0000210462,2
03695716_0000438093,1
03695498_0000207873,0
03695454_0000161643,0
03695454_0000161754,0
03695447_0000154542,0
03695891_0000622791,0
03696090_0000832670,0
03695804_0000530857,3
03695497_0000207028,0
03695526_0000237648,1
03695711_0000432720,0
03695477_0000185798,2
03695844_0000572903,0
03695497_0000207029,0
03695731_0000453958,1
03695728_0000450775,0
03695798_0000524415,1
03695891_0000622522,0
03695489_0000198766,1
03695709_0000430703,0
03695716_0000438097,1
03695454_0000161543,2
03695431_0000137217,0
03695795_0000521498,0
03695725_0000447684,0
03695706_0000427673,0
03695854_0000583473,0
03695701_0000422078,0
03695489_0000199030,0
03695709_0000430601,2
03695716_0000438112,0
03695712_0000433885,0
03695728_0000450634,0
03695497_0000206809,0
03695559_0000272479,2
03695844_0000573249,1
03695491_0000200881,1
03695600_0000315484,1
03695500_0000210145,0
03695798_0000524378,1
03695498_0000208174,1
03695724_0000446488,2
03695711_0000432604,0
03695526_0000237704,1
03695547_0000259794,1
03695761_0000485767,1
03695708_0000429528,1
03695715_0000437222,2
03696086_0000828325,0
03695844_0000573068,1
03695798_0000524794,0
03695780_0000505393,0
03696036_0000775726,2
03695477_0000185789,0
03695547_0000259930,0
03696062_0000803244,0
03695609_0000325028,0
03695893_0000624615,0
03695429_0000135557,1
03695489_0000198446,0
03695854_0000583553,0
03695724_0000446517,0
03695849_0000578311,0
03695475_0000184091,3
03695737_0000460124,0
03695509_0000219639,0
03695488_0000197891,0
03695491_0000200747,0
03695711_0000432824,0
03695798_0000524754,1
03695725_0000447450,1
03695706_0000427752,0
03695844_0000573120,2
03695804_0000530842,0
03695798_0000524807,0
03695761_0000485563,2
03695712_0000434010,0
03695489_0000198945,0
03695989_0000726227,1
03696100_0000843221,3
03695711_0000432600,1
03695844_0000573084,1
03695402_0000106813,1
03695475_0000183804,1
03695781_0000506571,0
03695447_0000154151,1
03695497_0000207198,2
03695477_0000185876,0
03695562_0000275715,1
03695562_0000275694,0
03695498_0000207861,2
03695429_0000135554,2
03695431_0000137539,1
03696036_0000775536,1
03695447_0000154319,0
03695728_0000450562,1
03695718_0000440193,2
03695454_0000161778,3
03695461_0000168958,0
03695475_0000183757,2
03695559_0000272604,1
03695798_0000524459,0
03695547_0000259763,1
03695712_0000433886,1
03695427_0000133004,0
03695761_0000485595,0
03695490_0000199567,1
03696062_0000803045,0
03695488_0000197308,0
03695706_0000427686,0
03695989_0000725974,0
03695477_0000185723,0
03695498_0000208032,1
03695781_0000506433,1
03696090_0000832567,0
03695422_0000127837,2
03695489_0000198988,0
03695701_0000422420,0
03695464_0000172424,1
03695497_0000207126,1
03695447_0000154140,0
03695854_0000583563,1
03695498_0000207870,0
03695455_0000162648,0
03695461_0000169281,2
03696090_0000832439,0
03695706_0000427625,0
03695489_0000198737,1
03695497_0000206977,0
03696036_0000775566,2
03695489_0000198773,0
03695722_0000444625,0
03695903_0000635231,1
03695798_0000524740,0
03695464_0000172155,1
03695724_0000446327,1
03695500_0000210354,2
03695422_0000127954,1
03695768_0000492849,0
03695488_0000197573,1
03695844_0000573273,0
03695461_0000168950,3
03695526_0000237625,1
03695716_0000437927,0
03695724_0000446480,1
03695960_0000695365,1
03695429_0000135302,2
03695722_0000444569,0
03696090_0000832475,0
03695491_0000200975,2
03695406_0000111005,0
03695559_0000272438,0
03695737_0000460462,0
03695455_0000162901,1
03695854_0000583640,0
03695422_0000127869,0
03695854_0000583464,0
03695431_0000137160,0
03695960_0000695462,1
03695724_0000446420,0
03695439_0000145966,1
03695798_0000524766,0
03695893_0000624643,1
03695891_0000622468,0
03695781_0000506495,0
03695454_0000161909,1
03695559_0000272574,0
03695429_0000135209,1
03695965_0000700627,0
03695406_0000111046,2
03696090_0000832663,0
03695447_0000154551,1
03695490_0000199609,4
03695737_0000460342,0
03695500_0000210470,0
03696036_0000775681,0
03695439_0000145996,1
03695488_0000197513,0
03695903_0000635225,0
03695491_0000200806,1
03695706_0000427627,2
03695422_0000128186,0
03695893_0000624693,0
03695893_0000624765,0
03695854_0000583540,0
03695778_0000503617,1
03695965_0000700551,0
03695427_0000133309,1
03695731_0000453760,2
03695708_0000429496,1
03695477_0000186150,2
03695489_0000198553,1
03695709_0000430706,0
03695412_0000117462,1
03695606_0000322041,0
03695423_0000128946,0
03695422_0000127683,1
03695412_0000117358,1
03695423_0000129102,2
03695489_0000198978,2
03696086_0000828400,2
03695893_0000624776,0
03695488_0000197535,0
03695725_0000447365,0
03695715_0000437022,0
03695464_0000172312,0
03695464_0000172091,0
03695490_0000199398,0
03695849_0000578180,0
03695423_0000128901,1
03695455_0000162762,0
03695447_0000154453,1
03695715_0000437014,1
03695725_0000447478,0
03695606_0000321849,0
03695439_0000145854,0
03695712_0000434012,2
03696090_0000832604,1
03695804_0000531024,2
03695781_0000506483,2
03695722_0000444233,1
03695701_0000422093,1
03695781_0000506425,1
03695716_0000438295,0
03695725_0000447676,0
03695844_0000573216,1
03695768_0000492813,1
03695406_0000111170,0
03695464_0000172201,1
03695454_0000161863,0
03695509_0000219781,1
03695891_0000622762,1
03695429_0000135377,2
03695455_0000162914,2
03695903_0000635507,0
03695490_0000199706,1
03695475_0000183933,0
03695965_0000700690,1
03695722_0000444542,0
03695712_0000434002,2
03695722_0000444538,2
03695489_0000198594,2
03695422_0000127790,2
03695489_0000198591,2
03695547_0000259709,1
03695763_0000487600,1
03695490_0000199449,1
03695716_0000438088,1
03695477_0000186004,0
03695849_0000578189,2
03695455_0000162702,1
03695989_0000725999,0
03695761_0000485759,0
03696086_0000828319,2
03695526_0000237426,1
03695737_0000460053,0
